participant;IP;task;SS;SL;SP;DS;DL;DP;taskname
35;115.99.27.127;SLDS;0;1;0;0;0;0;SA11_Rep2
35;115.99.27.127;SLDS;0;1;0;0;0;0;SA11_Rep3
35;115.99.27.127;DPDS;0;0;0;1;0;0;SA12
35;115.99.27.127;DPDS;0;0;0;1;0;0;SA12_Rep2
35;115.99.27.127;DPDS;0;0;0;1;0;0;SA12_Rep3
35;115.99.27.127;DLDS;0;0;0;0;1;0;SA13
35;115.99.27.127;DLDS;0;0;0;0;1;0;SA13_Rep2
35;115.99.27.127;DLDS;0;0;0;0;1;0;SA13_Rep3
36;76.115.206.50;DPDL;0;0;0;0;0;1;SA2
36;76.115.206.50;DPDL;0;0;0;0;0;1;SA2_Rep2
36;76.115.206.50;DPDL;0;0;0;0;0;1;SA2_Rep3
36;76.115.206.50;SSDL;0;0;0;0;1;0;SA3
36;76.115.206.50;SSDL;0;0;0;0;1;0;SA3_Rep2
36;76.115.206.50;SSDL;0;0;0;0;1;0;SA3_Rep3
36;76.115.206.50;SSDP;0;0;0;0;0;1;SA4
36;76.115.206.50;SSDP;0;0;0;0;0;1;SA4_Rep2
36;76.115.206.50;SSDP;0;0;0;0;0;1;SA4_Rep3
36;76.115.206.50;SLDP;0;0;0;0;0;1;SA5
36;76.115.206.50;SLDP;0;0;0;0;0;1;SA5_Rep2
36;76.115.206.50;SLDP;0;0;0;0;0;1;SA5_Rep3
36;76.115.206.50;SPDL;0;0;0;0;1;0;SA6
36;76.115.206.50;SPDL;0;0;0;0;1;0;SA6_Rep2
36;76.115.206.50;SPDL;0;0;0;0;1;0;SA6_Rep3
36;76.115.206.50;SLSS;0;1;0;0;0;0;SA7
36;76.115.206.50;SLSS;0;1;0;0;0;0;SA7_Rep2
36;76.115.206.50;SLSS;0;1;0;0;0;0;SA7_Rep3
36;76.115.206.50;SPSL;0;1;0;0;0;0;SA8
36;76.115.206.50;SPSL;0;1;0;0;0;0;SA8_Rep2
36;76.115.206.50;SPSL;0;1;0;0;0;0;SA8_Rep3
36;76.115.206.50;SPDS;0;0;0;1;0;0;SA9
36;76.115.206.50;SPDS;0;0;0;1;0;0;SA9_Rep2
36;76.115.206.50;SPDS;0;0;0;1;0;0;SA9_Rep3
36;76.115.206.50;SSSP;1;0;0;0;0;0;SA10
36;76.115.206.50;SSSP;1;0;0;0;0;0;SA10_Rep2
36;76.115.206.50;SSSP;0;0;1;0;0;0;SA10_Rep3
36;76.115.206.50;SLDS;0;0;0;1;0;0;SA11
36;76.115.206.50;SLDS;0;1;0;0;0;0;SA11_Rep2
36;76.115.206.50;SLDS;0;0;0;1;0;0;SA11_Rep3
36;76.115.206.50;DPDS;0;0;0;0;0;1;SA12
36;76.115.206.50;DPDS;0;0;0;0;0;1;SA12_Rep2
36;76.115.206.50;DPDS;0;0;0;0;0;1;SA12_Rep3
36;76.115.206.50;DLDS;0;0;0;1;0;0;SA13
36;76.115.206.50;DLDS;0;0;0;1;0;0;SA13_Rep2
36;76.115.206.50;DLDS;0;0;0;1;0;0;SA13_Rep3
37;97.84.173.192;DPDL;0;0;0;0;0;1;SA2
37;97.84.173.192;DPDL;0;0;0;0;0;1;SA2_Rep2
37;97.84.173.192;DPDL;0;0;0;0;0;1;SA2_Rep3
37;97.84.173.192;SSDL;0;0;0;0;1;0;SA3
37;97.84.173.192;SSDL;0;0;0;0;1;0;SA3_Rep2
37;97.84.173.192;SSDL;0;0;0;0;1;0;SA3_Rep3
37;97.84.173.192;SSDP;0;0;0;0;0;1;SA4
37;97.84.173.192;SSDP;0;0;0;0;0;1;SA4_Rep2
37;97.84.173.192;SSDP;0;0;0;0;0;1;SA4_Rep3
37;97.84.173.192;SLDP;0;0;0;0;0;1;SA5
37;97.84.173.192;SLDP;0;0;0;0;0;1;SA5_Rep2
37;97.84.173.192;SLDP;0;0;0;0;0;1;SA5_Rep3
37;97.84.173.192;SPDL;0;0;1;0;0;0;SA6
37;97.84.173.192;SPDL;0;0;1;0;0;0;SA6_Rep2
37;97.84.173.192;SPDL;0;0;1;0;0;0;SA6_Rep3
37;97.84.173.192;SLSS;0;1;0;0;0;0;SA7
37;97.84.173.192;SLSS;0;1;0;0;0;0;SA7_Rep2
37;97.84.173.192;SLSS;0;1;0;0;0;0;SA7_Rep3
37;97.84.173.192;SPSL;0;1;0;0;0;0;SA8
37;97.84.173.192;SPSL;0;0;1;0;0;0;SA8_Rep2
37;97.84.173.192;SPSL;0;1;0;0;0;0;SA8_Rep3
37;97.84.173.192;SPDS;0;0;1;0;0;0;SA9
37;97.84.173.192;SPDS;0;0;1;0;0;0;SA9_Rep2
37;97.84.173.192;SPDS;0;0;1;0;0;0;SA9_Rep3
37;97.84.173.192;SSSP;0;0;1;0;0;0;SA10
37;97.84.173.192;SSSP;0;0;1;0;0;0;SA10_Rep2
37;97.84.173.192;SSSP;0;0;1;0;0;0;SA10_Rep3
37;97.84.173.192;SLDS;0;1;0;0;0;0;SA11
37;97.84.173.192;SLDS;0;1;0;0;0;0;SA11_Rep2
37;97.84.173.192;SLDS;0;1;0;0;0;0;SA11_Rep3
37;97.84.173.192;DPDS;0;0;0;0;0;1;SA12
37;97.84.173.192;DPDS;0;0;0;0;0;1;SA12_Rep2
37;97.84.173.192;DPDS;0;0;0;0;0;1;SA12_Rep3
37;97.84.173.192;DLDS;0;0;0;0;1;0;SA13
37;97.84.173.192;DLDS;0;0;0;1;0;0;SA13_Rep2
37;97.84.173.192;DLDS;0;0;0;1;0;0;SA13_Rep3
38;24.18.211.116;DPDL;0;0;0;0;1;0;SA2
38;24.18.211.116;DPDL;0;0;0;0;1;0;SA2_Rep2
38;24.18.211.116;DPDL;0;0;0;0;1;0;SA2_Rep3
38;24.18.211.116;SSDL;1;0;0;0;0;0;SA3
38;24.18.211.116;SSDL;0;0;0;0;1;0;SA3_Rep2
38;24.18.211.116;SSDL;1;0;0;0;0;0;SA3_Rep3
38;24.18.211.116;SSDP;1;0;0;0;0;0;SA4
38;24.18.211.116;SSDP;1;0;0;0;0;0;SA4_Rep2
38;24.18.211.116;SSDP;1;0;0;0;0;0;SA4_Rep3
38;24.18.211.116;SLDP;0;1;0;0;0;0;SA5
38;24.18.211.116;SLDP;0;1;0;0;0;0;SA5_Rep2
38;24.18.211.116;SLDP;0;1;0;0;0;0;SA5_Rep3
38;24.18.211.116;SPDL;0;0;0;0;1;0;SA6
38;24.18.211.116;SPDL;0;0;0;0;1;0;SA6_Rep2
38;24.18.211.116;SPDL;0;0;0;0;1;0;SA6_Rep3
38;24.18.211.116;SLSS;1;0;0;0;0;0;SA7
38;24.18.211.116;SLSS;1;0;0;0;0;0;SA7_Rep2
38;24.18.211.116;SLSS;1;0;0;0;0;0;SA7_Rep3
38;24.18.211.116;SPSL;0;1;0;0;0;0;SA8
38;24.18.211.116;SPSL;0;1;0;0;0;0;SA8_Rep2
38;24.18.211.116;SPSL;0;1;0;0;0;0;SA8_Rep3
38;24.18.211.116;SPDS;0;0;0;1;0;0;SA9
38;24.18.211.116;SPDS;0;0;0;1;0;0;SA9_Rep2
38;24.18.211.116;SPDS;0;0;0;1;0;0;SA9_Rep3
38;24.18.211.116;SSSP;1;0;0;0;0;0;SA10
38;24.18.211.116;SSSP;1;0;0;0;0;0;SA10_Rep2
38;24.18.211.116;SSSP;1;0;0;0;0;0;SA10_Rep3
38;24.18.211.116;SLDS;0;1;0;0;0;0;SA11
38;24.18.211.116;SLDS;0;0;0;1;0;0;SA11_Rep2
38;24.18.211.116;SLDS;0;0;0;1;0;0;SA11_Rep3
38;24.18.211.116;DPDS;0;0;0;1;0;0;SA12
38;24.18.211.116;DPDS;0;0;0;1;0;0;SA12_Rep2
38;24.18.211.116;DPDS;0;0;0;1;0;0;SA12_Rep3
38;24.18.211.116;DLDS;0;0;0;0;1;0;SA13
38;24.18.211.116;DLDS;0;0;0;1;0;0;SA13_Rep2
38;24.18.211.116;DLDS;0;0;0;0;1;0;SA13_Rep3
39;50.170.224.239;DPDL;0;0;0;0;0;1;SA2
39;50.170.224.239;DPDL;0;0;0;0;0;1;SA2_Rep2
39;50.170.224.239;DPDL;0;0;0;0;0;1;SA2_Rep3
39;50.170.224.239;SSDL;0;0;0;0;1;0;SA3
39;50.170.224.239;SSDL;0;0;0;0;1;0;SA3_Rep2
39;50.170.224.239;SSDL;0;0;0;0;1;0;SA3_Rep3
39;50.170.224.239;SSDP;0;0;0;0;0;1;SA4
39;50.170.224.239;SSDP;0;0;0;0;0;1;SA4_Rep2
39;50.170.224.239;SSDP;0;0;0;0;0;1;SA4_Rep3
39;50.170.224.239;SLDP;0;0;0;0;0;1;SA5
39;50.170.224.239;SLDP;0;0;0;0;0;1;SA5_Rep2
39;50.170.224.239;SLDP;0;0;0;0;0;1;SA5_Rep3
39;50.170.224.239;SPDL;0;0;0;0;1;0;SA6
39;50.170.224.239;SPDL;0;0;0;0;1;0;SA6_Rep2
39;50.170.224.239;SPDL;0;0;0;0;1;0;SA6_Rep3
39;50.170.224.239;SLSS;1;0;0;0;0;0;SA7
39;50.170.224.239;SLSS;1;0;0;0;0;0;SA7_Rep2
39;50.170.224.239;SLSS;1;0;0;0;0;0;SA7_Rep3
39;50.170.224.239;SPSL;0;0;1;0;0;0;SA8
39;50.170.224.239;SPSL;0;0;1;0;0;0;SA8_Rep2
39;50.170.224.239;SPSL;0;0;1;0;0;0;SA8_Rep3
39;50.170.224.239;SPDS;0;0;0;1;0;0;SA9
39;50.170.224.239;SPDS;0;0;0;1;0;0;SA9_Rep2
39;50.170.224.239;SPDS;0;0;0;1;0;0;SA9_Rep3
39;50.170.224.239;SSSP;0;0;1;0;0;0;SA10
39;50.170.224.239;SSSP;0;0;1;0;0;0;SA10_Rep2
39;50.170.224.239;SSSP;0;0;1;0;0;0;SA10_Rep3
39;50.170.224.239;SLDS;0;0;0;1;0;0;SA11
39;50.170.224.239;SLDS;0;0;0;1;0;0;SA11_Rep2
39;50.170.224.239;SLDS;0;0;0;1;0;0;SA11_Rep3
39;50.170.224.239;DPDS;0;0;0;0;0;1;SA12
39;50.170.224.239;DPDS;0;0;0;0;0;1;SA12_Rep2
39;50.170.224.239;DPDS;0;0;0;0;0;1;SA12_Rep3
39;50.170.224.239;DLDS;0;0;0;1;0;0;SA13
39;50.170.224.239;DLDS;0;0;0;1;0;0;SA13_Rep2
39;50.170.224.239;DLDS;0;0;0;1;0;0;SA13_Rep3
40;117.216.31.78;DPDL;0;0;0;0;1;0;SA2
40;117.216.31.78;DPDL;0;0;0;0;1;0;SA2_Rep2
40;117.216.31.78;DPDL;0;0;0;0;1;0;SA2_Rep3
40;117.216.31.78;SSDL;0;0;0;0;1;0;SA3
40;117.216.31.78;SSDL;0;0;0;0;1;0;SA3_Rep2
40;117.216.31.78;SSDL;0;0;0;0;1;0;SA3_Rep3
40;117.216.31.78;SSDP;1;0;0;0;0;0;SA4
40;117.216.31.78;SSDP;1;0;0;0;0;0;SA4_Rep2
40;117.216.31.78;SSDP;1;0;0;0;0;0;SA4_Rep3
40;117.216.31.78;SLDP;0;1;0;0;0;0;SA5
40;117.216.31.78;SLDP;0;0;0;0;0;1;SA5_Rep2
40;117.216.31.78;SLDP;0;0;0;0;0;0;SA5_Rep3
40;117.216.31.78;SPDL;0;0;0;0;1;0;SA6
40;117.216.31.78;SPDL;0;0;0;0;1;0;SA6_Rep2
40;117.216.31.78;SPDL;0;0;0;0;1;0;SA6_Rep3
40;117.216.31.78;SLSS;1;0;0;0;0;0;SA7
40;117.216.31.78;SLSS;0;1;0;0;0;0;SA7_Rep2
40;117.216.31.78;SLSS;0;1;0;0;0;0;SA7_Rep3
40;117.216.31.78;SPSL;0;1;0;0;0;0;SA8
40;117.216.31.78;SPSL;0;1;0;0;0;0;SA8_Rep2
40;117.216.31.78;SPSL;0;1;0;0;0;0;SA8_Rep3
40;117.216.31.78;SPDS;0;0;0;1;0;0;SA9
40;117.216.31.78;SPDS;0;0;0;1;0;0;SA9_Rep2
40;117.216.31.78;SPDS;0;0;0;1;0;0;SA9_Rep3
40;117.216.31.78;SSSP;1;0;0;0;0;0;SA10
40;117.216.31.78;SSSP;1;0;0;0;0;0;SA10_Rep2
40;117.216.31.78;SSSP;1;0;0;0;0;0;SA10_Rep3
40;117.216.31.78;SLDS;0;0;0;1;0;0;SA11
40;117.216.31.78;SLDS;0;0;0;1;0;0;SA11_Rep2
40;117.216.31.78;SLDS;0;0;0;1;0;0;SA11_Rep3
40;117.216.31.78;DPDS;0;0;0;1;0;0;SA12
40;117.216.31.78;DPDS;0;0;0;1;0;0;SA12_Rep2
40;117.216.31.78;DPDS;0;0;0;1;0;0;SA12_Rep3
40;117.216.31.78;DLDS;0;0;0;1;0;0;SA13
40;117.216.31.78;DLDS;0;0;0;0;1;0;SA13_Rep2
40;117.216.31.78;DLDS;0;0;0;1;0;0;SA13_Rep3
41;108.202.69.15;DPDL;0;0;0;0;1;0;SA2
41;108.202.69.15;DPDL;0;0;0;0;1;0;SA2_Rep2
41;108.202.69.15;DPDL;0;0;0;0;1;0;SA2_Rep3
41;108.202.69.15;SSDL;1;0;0;0;0;0;SA3
41;108.202.69.15;SSDL;1;0;0;0;0;0;SA3_Rep2
41;108.202.69.15;SSDL;0;0;0;0;1;0;SA3_Rep3
41;108.202.69.15;SSDP;1;0;0;0;0;0;SA4
41;108.202.69.15;SSDP;1;0;0;0;0;0;SA4_Rep2
41;108.202.69.15;SSDP;1;0;0;0;0;0;SA4_Rep3
41;108.202.69.15;SLDP;0;1;0;0;0;0;SA5
41;108.202.69.15;SLDP;0;1;0;0;0;0;SA5_Rep2
41;108.202.69.15;SLDP;0;1;0;0;0;0;SA5_Rep3
41;108.202.69.15;SPDL;0;0;0;0;1;0;SA6
41;108.202.69.15;SPDL;0;0;0;0;1;0;SA6_Rep2
41;108.202.69.15;SPDL;0;0;0;0;1;0;SA6_Rep3
41;108.202.69.15;SLSS;1;0;0;0;0;0;SA7
41;108.202.69.15;SLSS;0;1;0;0;0;0;SA7_Rep2
41;108.202.69.15;SLSS;0;1;0;0;0;0;SA7_Rep3
41;108.202.69.15;SPSL;0;1;0;0;0;0;SA8
41;108.202.69.15;SPSL;0;1;0;0;0;0;SA8_Rep2
41;108.202.69.15;SPSL;0;1;0;0;0;0;SA8_Rep3
41;108.202.69.15;SPDS;0;0;0;1;0;0;SA9
41;108.202.69.15;SPDS;0;0;0;1;0;0;SA9_Rep2
41;108.202.69.15;SPDS;0;0;0;1;0;0;SA9_Rep3
41;108.202.69.15;SSSP;1;0;0;0;0;0;SA10
41;108.202.69.15;SSSP;1;0;0;0;0;0;SA10_Rep2
41;108.202.69.15;SSSP;1;0;0;0;0;0;SA10_Rep3
41;108.202.69.15;SLDS;0;1;0;0;0;0;SA11
41;108.202.69.15;SLDS;0;1;0;0;0;0;SA11_Rep2
41;108.202.69.15;SLDS;0;1;0;0;0;0;SA11_Rep3
41;108.202.69.15;DPDS;0;0;0;1;0;0;SA12
41;108.202.69.15;DPDS;0;0;0;1;0;0;SA12_Rep2
41;108.202.69.15;DPDS;0;0;0;1;0;0;SA12_Rep3
41;108.202.69.15;DLDS;0;0;0;1;0;0;SA13
41;108.202.69.15;DLDS;0;0;0;0;1;0;SA13_Rep2
41;108.202.69.15;DLDS;0;0;0;1;0;0;SA13_Rep3
42;50.142.248.146;DPDL;0;0;0;0;0;1;SA2
42;50.142.248.146;DPDL;0;0;0;0;0;1;SA2_Rep2
42;50.142.248.146;DPDL;0;0;0;0;0;1;SA2_Rep3
42;50.142.248.146;SSDL;1;0;0;0;0;0;SA3
42;50.142.248.146;SSDL;1;0;0;0;0;0;SA3_Rep2
42;50.142.248.146;SSDL;1;0;0;0;0;0;SA3_Rep3
42;50.142.248.146;SSDP;0;0;0;0;0;1;SA4
42;50.142.248.146;SSDP;0;0;0;0;0;1;SA4_Rep2
42;50.142.248.146;SSDP;0;0;0;0;0;1;SA4_Rep3
42;50.142.248.146;SLDP;0;0;0;0;0;1;SA5
42;50.142.248.146;SLDP;0;0;0;0;0;1;SA5_Rep2
42;50.142.248.146;SLDP;0;0;0;0;0;1;SA5_Rep3
42;50.142.248.146;SPDL;0;0;0;0;1;0;SA6
42;50.142.248.146;SPDL;0;0;1;0;0;0;SA6_Rep2
42;50.142.248.146;SPDL;0;0;1;0;0;0;SA6_Rep3
42;50.142.248.146;SLSS;0;1;0;0;0;0;SA7
42;50.142.248.146;SLSS;0;1;0;0;0;0;SA7_Rep2
42;50.142.248.146;SLSS;0;1;0;0;0;0;SA7_Rep3
42;50.142.248.146;SPSL;0;1;0;0;0;0;SA8
42;50.142.248.146;SPSL;0;0;1;0;0;0;SA8_Rep2
42;50.142.248.146;SPSL;0;1;0;0;0;0;SA8_Rep3
42;50.142.248.146;SPDS;0;0;1;0;0;0;SA9
42;50.142.248.146;SPDS;0;0;1;0;0;0;SA9_Rep2
42;50.142.248.146;SPDS;0;0;1;0;0;0;SA9_Rep3
42;50.142.248.146;SSSP;0;0;1;0;0;0;SA10
42;50.142.248.146;SSSP;1;0;0;0;0;0;SA10_Rep2
42;50.142.248.146;SSSP;0;0;1;0;0;0;SA10_Rep3
42;50.142.248.146;SLDS;0;1;0;0;0;0;SA11
42;50.142.248.146;SLDS;0;1;0;0;0;0;SA11_Rep2
42;50.142.248.146;SLDS;0;1;0;0;0;0;SA11_Rep3
42;50.142.248.146;DPDS;0;0;0;0;0;1;SA12
42;50.142.248.146;DPDS;0;0;0;0;0;1;SA12_Rep2
42;50.142.248.146;DPDS;0;0;0;0;0;1;SA12_Rep3
42;50.142.248.146;DLDS;0;0;0;0;1;0;SA13
42;50.142.248.146;DLDS;0;0;0;1;0;0;SA13_Rep2
42;50.142.248.146;DLDS;0;0;0;1;0;0;SA13_Rep3
43;75.139.72.14;DPDL;0;0;0;0;0;1;SA2
43;75.139.72.14;DPDL;0;0;0;0;0;1;SA2_Rep2
43;75.139.72.14;DPDL;0;0;0;0;0;1;SA2_Rep3
43;75.139.72.14;SSDL;0;0;0;0;1;0;SA3
43;75.139.72.14;SSDL;0;0;0;0;1;0;SA3_Rep2
43;75.139.72.14;SSDL;1;0;0;0;0;0;SA3_Rep3
43;75.139.72.14;SSDP;1;0;0;0;0;0;SA4
43;75.139.72.14;SSDP;0;0;0;0;0;1;SA4_Rep2
43;75.139.72.14;SSDP;0;0;0;0;0;1;SA4_Rep3
43;75.139.72.14;SLDP;0;0;0;0;0;1;SA5
43;75.139.72.14;SLDP;0;0;0;0;0;1;SA5_Rep2
43;75.139.72.14;SLDP;0;0;0;0;0;1;SA5_Rep3
43;75.139.72.14;SPDL;0;0;1;0;0;0;SA6
43;75.139.72.14;SPDL;0;0;0;0;1;0;SA6_Rep2
43;75.139.72.14;SPDL;0;0;0;0;1;0;SA6_Rep3
43;75.139.72.14;SLSS;0;1;0;0;0;0;SA7
43;75.139.72.14;SLSS;0;1;0;0;0;0;SA7_Rep2
43;75.139.72.14;SLSS;1;0;0;0;0;0;SA7_Rep3
43;75.139.72.14;SPSL;0;0;1;0;0;0;SA8
43;75.139.72.14;SPSL;0;0;1;0;0;0;SA8_Rep2
43;75.139.72.14;SPSL;0;0;1;0;0;0;SA8_Rep3
43;75.139.72.14;SPDS;0;0;0;1;0;0;SA9
43;75.139.72.14;SPDS;0;0;0;1;0;0;SA9_Rep2
43;75.139.72.14;SPDS;0;0;0;1;0;0;SA9_Rep3
43;75.139.72.14;SSSP;0;0;1;0;0;0;SA10
43;75.139.72.14;SSSP;0;0;1;0;0;0;SA10_Rep2
43;75.139.72.14;SSSP;0;0;1;0;0;0;SA10_Rep3
43;75.139.72.14;SLDS;0;1;0;0;0;0;SA11
43;75.139.72.14;SLDS;0;0;0;1;0;0;SA11_Rep2
43;75.139.72.14;SLDS;0;0;0;1;0;0;SA11_Rep3
43;75.139.72.14;DPDS;0;0;0;0;0;1;SA12
43;75.139.72.14;DPDS;0;0;0;0;0;1;SA12_Rep2
43;75.139.72.14;DPDS;0;0;0;0;0;1;SA12_Rep3
43;75.139.72.14;DLDS;0;0;0;1;0;0;SA13
43;75.139.72.14;DLDS;0;0;0;1;0;0;SA13_Rep2
43;75.139.72.14;DLDS;0;0;0;0;1;0;SA13_Rep3
44;99.126.128.183;DPDL;0;0;0;0;1;0;SA2
44;99.126.128.183;DPDL;0;0;0;0;1;0;SA2_Rep2
44;99.126.128.183;DPDL;0;0;0;0;1;0;SA2_Rep3
44;99.126.128.183;SSDL;0;0;0;0;1;0;SA3
44;99.126.128.183;SSDL;0;0;0;0;1;0;SA3_Rep2
44;99.126.128.183;SSDL;0;0;0;0;1;0;SA3_Rep3
44;99.126.128.183;SSDP;0;0;0;0;0;1;SA4
44;99.126.128.183;SSDP;0;0;0;0;0;1;SA4_Rep2
44;99.126.128.183;SSDP;1;0;0;0;0;0;SA4_Rep3
44;99.126.128.183;SLDP;0;1;0;0;0;0;SA5
44;99.126.128.183;SLDP;0;1;0;0;0;0;SA5_Rep2
44;99.126.128.183;SLDP;0;0;0;0;0;1;SA5_Rep3
44;99.126.128.183;SPDL;0;0;0;0;1;0;SA6
44;99.126.128.183;SPDL;0;0;0;0;1;0;SA6_Rep2
44;99.126.128.183;SPDL;0;0;0;0;1;0;SA6_Rep3
44;99.126.128.183;SLSS;1;0;0;0;0;0;SA7
44;99.126.128.183;SLSS;0;1;0;0;0;0;SA7_Rep2
44;99.126.128.183;SLSS;0;1;0;0;0;0;SA7_Rep3
44;99.126.128.183;SPSL;0;0;1;0;0;0;SA8
44;99.126.128.183;SPSL;0;1;0;0;0;0;SA8_Rep2
44;99.126.128.183;SPSL;0;1;0;0;0;0;SA8_Rep3
44;99.126.128.183;SPDS;0;0;0;1;0;0;SA9
44;99.126.128.183;SPDS;0;0;0;1;0;0;SA9_Rep2
44;99.126.128.183;SPDS;0;0;0;1;0;0;SA9_Rep3
44;99.126.128.183;SSSP;0;0;1;0;0;0;SA10
44;99.126.128.183;SSSP;1;0;0;0;0;0;SA10_Rep2
44;99.126.128.183;SSSP;0;0;1;0;0;0;SA10_Rep3
44;99.126.128.183;SLDS;0;0;0;1;0;0;SA11
44;99.126.128.183;SLDS;0;0;0;1;0;0;SA11_Rep2
44;99.126.128.183;SLDS;0;1;0;0;0;0;SA11_Rep3
44;99.126.128.183;DPDS;0;0;0;1;0;0;SA12
44;99.126.128.183;DPDS;0;0;0;1;0;0;SA12_Rep2
44;99.126.128.183;DPDS;0;0;0;1;0;0;SA12_Rep3
44;99.126.128.183;DLDS;0;0;0;0;1;0;SA13
44;99.126.128.183;DLDS;0;0;0;0;1;0;SA13_Rep2
44;99.126.128.183;DLDS;0;0;0;0;1;0;SA13_Rep3
45;173.31.70.73;DPDL;0;0;0;0;0;1;SA2
45;173.31.70.73;DPDL;0;0;0;0;0;1;SA2_Rep2
45;173.31.70.73;DPDL;0;0;0;0;0;1;SA2_Rep3
45;173.31.70.73;SSDL;0;0;0;0;1;0;SA3
45;173.31.70.73;SSDL;0;0;0;0;1;0;SA3_Rep2
45;173.31.70.73;SSDL;0;0;0;0;1;0;SA3_Rep3
45;173.31.70.73;SSDP;0;0;0;0;0;1;SA4
45;173.31.70.73;SSDP;0;0;0;0;0;1;SA4_Rep2
45;173.31.70.73;SSDP;0;0;0;0;0;1;SA4_Rep3
45;173.31.70.73;SLDP;0;0;0;0;0;1;SA5
45;173.31.70.73;SLDP;0;0;0;0;0;1;SA5_Rep2
45;173.31.70.73;SLDP;0;0;0;0;0;1;SA5_Rep3
45;173.31.70.73;SPDL;0;0;0;0;1;0;SA6
45;173.31.70.73;SPDL;0;0;1;0;0;0;SA6_Rep2
45;173.31.70.73;SPDL;0;0;1;0;0;0;SA6_Rep3
45;173.31.70.73;SLSS;1;0;0;0;0;0;SA7
45;173.31.70.73;SLSS;1;0;0;0;0;0;SA7_Rep2
45;173.31.70.73;SLSS;1;0;0;0;0;0;SA7_Rep3
45;173.31.70.73;SPSL;0;0;1;0;0;0;SA8
45;173.31.70.73;SPSL;0;0;1;0;0;0;SA8_Rep2
45;173.31.70.73;SPSL;0;0;1;0;0;0;SA8_Rep3
45;173.31.70.73;SPDS;0;0;0;1;0;0;SA9
45;173.31.70.73;SPDS;0;0;0;1;0;0;SA9_Rep2
45;173.31.70.73;SPDS;0;0;0;1;0;0;SA9_Rep3
45;173.31.70.73;SSSP;0;0;1;0;0;0;SA10
45;173.31.70.73;SSSP;0;0;1;0;0;0;SA10_Rep2
45;173.31.70.73;SSSP;0;0;1;0;0;0;SA10_Rep3
45;173.31.70.73;SLDS;0;0;0;1;0;0;SA11
45;173.31.70.73;SLDS;0;1;0;0;0;0;SA11_Rep2
45;173.31.70.73;SLDS;0;1;0;0;0;0;SA11_Rep3
45;173.31.70.73;DPDS;0;0;0;1;0;0;SA12
45;173.31.70.73;DPDS;0;0;0;1;0;0;SA12_Rep2
45;173.31.70.73;DPDS;0;0;0;1;0;0;SA12_Rep3
45;173.31.70.73;DLDS;0;0;0;1;0;0;SA13
45;173.31.70.73;DLDS;0;0;0;1;0;0;SA13_Rep2
45;173.31.70.73;DLDS;0;0;0;1;0;0;SA13_Rep3
46;68.5.217.53;DPDL;0;0;0;0;1;0;SA2
46;68.5.217.53;DPDL;0;0;0;0;0;1;SA2_Rep2
46;68.5.217.53;DPDL;0;0;0;0;1;0;SA2_Rep3
46;68.5.217.53;SSDL;1;0;0;0;0;0;SA3
46;68.5.217.53;SSDL;0;0;0;0;1;0;SA3_Rep2
46;68.5.217.53;SSDL;0;0;0;0;1;0;SA3_Rep3
46;68.5.217.53;SSDP;1;0;0;0;0;0;SA4
46;68.5.217.53;SSDP;1;0;0;0;0;0;SA4_Rep2
46;68.5.217.53;SSDP;1;0;0;0;0;0;SA4_Rep3
46;68.5.217.53;SLDP;0;1;0;0;0;0;SA5
46;68.5.217.53;SLDP;0;1;0;0;0;0;SA5_Rep2
46;68.5.217.53;SLDP;0;1;0;0;0;0;SA5_Rep3
46;68.5.217.53;SPDL;0;0;1;0;0;0;SA6
46;68.5.217.53;SPDL;0;0;0;0;1;0;SA6_Rep2
46;68.5.217.53;SPDL;0;0;0;0;1;0;SA6_Rep3
46;68.5.217.53;SLSS;0;1;0;0;0;0;SA7
46;68.5.217.53;SLSS;0;1;0;0;0;0;SA7_Rep2
46;68.5.217.53;SLSS;0;1;0;0;0;0;SA7_Rep3
46;68.5.217.53;SPSL;0;1;0;0;0;0;SA8
46;68.5.217.53;SPSL;0;1;0;0;0;0;SA8_Rep2
46;68.5.217.53;SPSL;0;1;0;0;0;0;SA8_Rep3
46;68.5.217.53;SPDS;0;0;1;0;0;0;SA9
46;68.5.217.53;SPDS;0;0;1;0;0;0;SA9_Rep2
46;68.5.217.53;SPDS;0;0;1;0;0;0;SA9_Rep3
46;68.5.217.53;SSSP;1;0;0;0;0;0;SA10
46;68.5.217.53;SSSP;1;0;0;0;0;0;SA10_Rep2
46;68.5.217.53;SSSP;1;0;0;0;0;0;SA10_Rep3
46;68.5.217.53;SLDS;0;1;0;0;0;0;SA11
46;68.5.217.53;SLDS;0;1;0;0;0;0;SA11_Rep2
46;68.5.217.53;SLDS;0;1;0;0;0;0;SA11_Rep3
46;68.5.217.53;DPDS;0;0;0;0;0;1;SA12
46;68.5.217.53;DPDS;0;0;0;0;0;1;SA12_Rep2
46;68.5.217.53;DPDS;0;0;0;1;0;0;SA12_Rep3
46;68.5.217.53;DLDS;0;0;0;0;1;0;SA13
46;68.5.217.53;DLDS;0;0;0;0;1;0;SA13_Rep2
46;68.5.217.53;DLDS;0;0;0;1;0;0;SA13_Rep3
47;75.144.68.229;DPDL;0;0;0;0;1;0;SA2
47;75.144.68.229;DPDL;0;0;0;0;0;1;SA2_Rep2
